Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
0.0,3.0,3.0,3.0,1.0,21.075,0.0,0.0,1.0
1.0,1.0,32.60091558538591,1.0,0.0,82.1708,0.0,0.0,0.0
1.0,3.0,22.0,0.0,0.0,7.25,0.0,0.0,1.0
0.0,1.0,27.0,0.0,2.0,211.5,1.0,0.0,0.0
0.0,3.0,20.0,0.0,0.0,4.0125,1.0,0.0,0.0
0.0,3.0,19.0,0.0,0.0,7.775,1.0,0.0,1.0
1.0,1.0,42.0,0.0,0.0,227.525,0.0,0.0,0.0
1.0,3.0,1.0,0.0,2.0,15.7417,0.0,0.0,0.0
0.0,3.0,32.0,0.0,0.0,7.925,1.0,0.0,1.0
1.0,1.0,35.0,1.0,0.0,52.0,0.0,0.0,1.0
0.0,3.0,29.102728060062166,0.0,0.0,7.8958,1.0,0.0,1.0
0.0,2.0,18.0,0.0,0.0,73.5,1.0,0.0,1.0
0.0,3.0,1.0,5.0,2.0,46.9,1.0,0.0,1.0
1.0,2.0,36.0,0.0,0.0,13.0,0.0,0.0,1.0
0.0,3.0,30.738793875780317,0.0,0.0,7.7292,1.0,1.0,0.0
1.0,2.0,17.0,0.0,0.0,12.0,0.0,0.0,0.0
1.0,1.0,36.0,1.0,2.0,120.0,1.0,0.0,1.0
1.0,3.0,21.0,0.0,0.0,7.7958,1.0,0.0,1.0
0.0,3.0,28.0,2.0,0.0,7.925,1.0,0.0,1.0
1.0,1.0,23.0,1.0,0.0,113.275,0.0,0.0,0.0
1.0,3.0,24.0,0.0,2.0,16.7,0.0,0.0,1.0
0.0,3.0,22.0,0.0,0.0,7.7958,1.0,0.0,1.0
0.0,3.0,31.0,0.0,0.0,7.8542,0.0,0.0,1.0
0.0,2.0,46.0,0.0,0.0,26.0,1.0,0.0,1.0
0.0,2.0,23.0,0.0,0.0,10.5,1.0,0.0,1.0
1.0,2.0,28.0,0.0,0.0,12.65,0.0,0.0,1.0
1.0,3.0,39.0,0.0,0.0,7.925,1.0,0.0,1.0
0.0,3.0,26.0,0.0,0.0,8.05,1.0,0.0,1.0
0.0,3.0,21.0,1.0,0.0,9.825,0.0,0.0,1.0
0.0,3.0,28.0,1.0,0.0,15.85,1.0,0.0,1.0
0.0,3.0,20.0,0.0,0.0,8.6625,0.0,0.0,1.0
0.0,2.0,34.0,1.0,0.0,21.0,1.0,0.0,1.0
0.0,3.0,51.0,0.0,0.0,7.75,1.0,0.0,1.0
1.0,2.0,3.0,1.0,1.0,18.75,1.0,0.0,1.0
0.0,3.0,21.0,0.0,0.0,7.775,1.0,0.0,1.0
0.0,3.0,16.05845440200723,3.0,1.0,25.4667,0.0,0.0,1.0
0.0,3.0,29.102728060062166,0.0,0.0,7.8958,1.0,0.0,1.0
0.0,3.0,30.74895190736057,0.0,0.0,6.8583,1.0,1.0,0.0
1.0,1.0,33.0,1.0,0.0,90.0,0.0,1.0,0.0
0.0,2.0,37.04813581024969,0.0,0.0,0.0,1.0,0.0,1.0
1.0,3.0,44.0,0.0,0.0,7.925,1.0,0.0,1.0
0.0,3.0,29.06764638176285,0.0,0.0,8.05,0.0,0.0,1.0
1.0,2.0,34.0,1.0,1.0,32.5,0.0,0.0,1.0
1.0,2.0,18.0,0.0,2.0,13.0,0.0,0.0,1.0
0.0,2.0,30.0,0.0,0.0,13.0,1.0,0.0,1.0
0.0,3.0,10.0,0.0,2.0,24.15,0.0,0.0,1.0
0.0,3.0,27.974589711369475,0.0,0.0,7.8958,1.0,0.0,0.0
0.0,3.0,21.0,0.0,0.0,7.7333,1.0,1.0,0.0
0.0,3.0,29.0,0.0,0.0,7.875,1.0,0.0,1.0
0.0,3.0,28.0,1.0,1.0,14.4,0.0,0.0,1.0
0.0,3.0,18.0,1.0,1.0,20.2125,1.0,0.0,1.0
0.0,3.0,29.11026056298389,0.0,0.0,7.25,1.0,0.0,1.0
1.0,2.0,28.0,1.0,0.0,26.0,0.0,0.0,1.0
1.0,2.0,19.0,0.0,0.0,26.0,0.0,0.0,1.0
0.0,3.0,30.738551268067752,0.0,0.0,7.75,1.0,1.0,0.0
1.0,3.0,32.0,0.0,0.0,8.05,1.0,0.0,1.0
1.0,1.0,28.0,0.0,0.0,26.55,1.0,0.0,1.0
1.0,3.0,18.793067741816387,1.0,0.0,16.1,0.0,0.0,1.0
1.0,2.0,42.0,1.0,0.0,26.0,0.0,0.0,1.0
0.0,3.0,17.0,0.0,0.0,7.125,1.0,0.0,1.0
0.0,1.0,50.0,1.0,0.0,55.9,1.0,0.0,1.0
1.0,1.0,14.0,1.0,2.0,120.0,0.0,0.0,1.0
0.0,3.0,21.0,2.0,2.0,34.375,0.0,0.0,1.0
1.0,2.0,24.0,2.0,3.0,18.75,0.0,0.0,1.0
0.0,1.0,64.0,1.0,4.0,263.0,1.0,0.0,1.0
0.0,2.0,31.0,0.0,0.0,10.5,1.0,0.0,1.0
1.0,2.0,45.0,1.0,1.0,26.25,0.0,0.0,1.0
0.0,3.0,20.0,0.0,0.0,9.5,1.0,0.0,1.0
0.0,3.0,25.0,1.0,0.0,7.775,1.0,0.0,1.0
1.0,2.0,28.0,0.0,0.0,13.0,0.0,0.0,1.0
1.0,3.0,22.90236072241809,0.0,0.0,8.1125,1.0,0.0,1.0
1.0,1.0,4.0,0.0,2.0,81.8583,1.0,0.0,1.0
1.0,2.0,13.0,0.0,1.0,19.5,0.0,0.0,1.0
1.0,1.0,34.0,0.0,0.0,26.55,1.0,0.0,1.0
1.0,3.0,5.0,2.0,1.0,19.2583,0.0,0.0,0.0
1.0,1.0,52.0,0.0,0.0,30.5,1.0,0.0,1.0
0.0,2.0,36.0,1.0,2.0,27.75,1.0,0.0,1.0
0.0,3.0,24.979090101858425,1.0,0.0,19.9667,1.0,0.0,1.0
0.0,1.0,30.0,0.0,0.0,27.75,1.0,0.0,0.0
1.0,1.0,49.0,1.0,0.0,89.1042,1.0,0.0,0.0
0.0,3.0,29.100929497116162,0.0,0.0,8.05,1.0,0.0,1.0
1.0,3.0,29.0,0.0,0.0,7.8958,1.0,0.0,0.0
0.0,1.0,65.0,0.0,0.0,26.55,1.0,0.0,1.0
1.0,1.0,34.082564863627155,1.0,0.0,51.8625,0.0,0.0,1.0
1.0,2.0,50.0,0.0,0.0,10.5,0.0,0.0,1.0
0.0,3.0,30.738551268067752,0.0,0.0,7.75,1.0,1.0,0.0
1.0,1.0,48.0,0.0,0.0,26.55,1.0,0.0,1.0
0.0,3.0,34.0,0.0,0.0,8.05,1.0,0.0,1.0
0.0,1.0,47.0,0.0,0.0,38.5,1.0,0.0,1.0
0.0,2.0,48.0,0.0,0.0,13.0,1.0,0.0,1.0
0.0,3.0,29.100929497116162,0.0,0.0,8.05,1.0,0.0,1.0
0.0,3.0,38.0,0.0,0.0,7.05,1.0,0.0,1.0
0.0,2.0,37.04813581024969,0.0,0.0,0.0,1.0,0.0,1.0
0.0,1.0,56.0,0.0,0.0,26.55,1.0,0.0,1.0
0.0,3.0,30.738842863876123,0.0,0.0,7.725,1.0,1.0,0.0
1.0,3.0,0.75,2.0,1.0,19.2583,0.0,0.0,0.0
0.0,3.0,29.11026056298389,0.0,0.0,7.25,1.0,0.0,1.0
0.0,3.0,38.0,0.0,0.0,8.6625,1.0,0.0,1.0
1.0,2.0,33.0,1.0,2.0,27.75,0.0,0.0,1.0
1.0,2.0,23.0,0.0,0.0,13.7917,0.0,0.0,0.0
0.0,3.0,22.0,0.0,0.0,9.8375,0.0,0.0,1.0
0.0,1.0,44.29492899168691,0.0,0.0,52.0,1.0,0.0,1.0
0.0,2.0,34.0,1.0,0.0,21.0,1.0,0.0,1.0
0.0,3.0,29.0,1.0,0.0,7.0458,1.0,0.0,1.0
0.0,3.0,22.0,0.0,0.0,7.5208,1.0,0.0,1.0
1.0,3.0,2.0,0.0,1.0,12.2875,0.0,0.0,1.0
0.0,3.0,9.0,5.0,2.0,46.9,1.0,0.0,1.0
0.0,2.0,37.04813581024969,0.0,0.0,0.0,1.0,0.0,1.0
0.0,3.0,50.0,0.0,0.0,8.05,1.0,0.0,1.0
1.0,3.0,63.0,0.0,0.0,9.5875,0.0,0.0,1.0
1.0,1.0,25.0,1.0,0.0,91.0792,1.0,0.0,0.0
0.0,3.0,16.05845440200723,3.0,1.0,25.4667,0.0,0.0,1.0
1.0,1.0,35.0,1.0,0.0,90.0,0.0,0.0,1.0
0.0,1.0,58.0,0.0,0.0,29.7,1.0,0.0,0.0
0.0,3.0,30.0,0.0,0.0,8.05,1.0,0.0,1.0
1.0,3.0,9.0,1.0,1.0,15.9,1.0,0.0,1.0
0.0,3.0,24.979090101858425,1.0,0.0,19.9667,1.0,0.0,1.0
0.0,3.0,21.0,0.0,0.0,7.25,1.0,0.0,1.0
0.0,1.0,55.0,0.0,0.0,30.5,1.0,0.0,1.0
0.0,1.0,71.0,0.0,0.0,49.5042,1.0,0.0,0.0
0.0,3.0,21.0,0.0,0.0,8.05,1.0,0.0,1.0
0.0,3.0,27.898045811673274,0.0,0.0,14.4583,1.0,0.0,0.0
1.0,1.0,54.0,1.0,0.0,78.2667,0.0,0.0,0.0
0.0,3.0,29.018699479156815,0.0,0.0,15.1,1.0,0.0,1.0
0.0,1.0,25.0,1.0,2.0,151.55,0.0,0.0,1.0
0.0,3.0,24.0,0.0,0.0,7.7958,1.0,0.0,1.0
0.0,3.0,17.0,0.0,0.0,8.6625,1.0,0.0,1.0
0.0,3.0,21.0,0.0,0.0,7.75,0.0,1.0,0.0
0.0,3.0,30.706677143660464,0.0,0.0,7.6292,0.0,1.0,0.0
0.0,3.0,37.0,0.0,0.0,9.5875,0.0,0.0,1.0
1.0,1.0,16.0,0.0,0.0,86.5,0.0,0.0,1.0
0.0,1.0,18.0,1.0,0.0,108.9,1.0,0.0,0.0
1.0,2.0,33.0,0.0,2.0,26.0,0.0,0.0,1.0
1.0,1.0,38.39393373942684,0.0,0.0,26.55,1.0,0.0,1.0
0.0,3.0,28.0,0.0,0.0,22.525,1.0,0.0,1.0
1.0,3.0,26.0,0.0,0.0,56.4958,1.0,0.0,1.0
1.0,3.0,29.0,0.0,0.0,7.75,1.0,1.0,0.0
0.0,3.0,29.100929497116162,0.0,0.0,8.05,1.0,0.0,1.0
1.0,1.0,36.0,0.0,0.0,26.2875,1.0,0.0,1.0
1.0,1.0,54.0,1.0,0.0,59.4,0.0,0.0,0.0
0.0,3.0,24.0,0.0,0.0,7.4958,1.0,0.0,1.0
0.0,1.0,47.0,0.0,0.0,34.0208,1.0,0.0,1.0
1.0,2.0,34.0,0.0,0.0,10.5,0.0,0.0,1.0
0.0,3.0,30.54726441777934,0.0,0.0,24.15,1.0,1.0,0.0
1.0,2.0,36.0,1.0,0.0,26.0,0.0,0.0,1.0
0.0,3.0,32.0,0.0,0.0,7.8958,1.0,0.0,1.0
1.0,1.0,30.0,0.0,0.0,93.5,0.0,0.0,1.0
0.0,3.0,22.0,0.0,0.0,7.8958,1.0,0.0,1.0
0.0,3.0,27.982413810099565,0.0,0.0,7.225,1.0,0.0,0.0
1.0,1.0,44.0,0.0,1.0,57.9792,0.0,0.0,0.0
0.0,3.0,27.98236482200376,0.0,0.0,7.2292,1.0,0.0,0.0
0.0,3.0,40.5,0.0,0.0,7.75,1.0,1.0,0.0
1.0,2.0,50.0,0.0,0.0,10.5,0.0,0.0,1.0
0.0,1.0,42.314652868974306,0.0,0.0,221.7792,1.0,0.0,1.0
0.0,3.0,39.0,0.0,0.0,7.925,1.0,0.0,1.0
0.0,2.0,23.0,2.0,1.0,11.5,1.0,0.0,1.0
1.0,2.0,2.0,1.0,1.0,26.0,0.0,0.0,1.0
0.0,3.0,27.98236482200376,0.0,0.0,7.2292,1.0,0.0,0.0
0.0,3.0,17.0,1.0,1.0,7.2292,1.0,0.0,0.0
1.0,3.0,19.859755640285684,0.0,2.0,22.3583,0.0,0.0,0.0
0.0,3.0,30.0,0.0,0.0,8.6625,0.0,0.0,1.0
1.0,2.0,7.0,0.0,2.0,26.25,0.0,0.0,1.0
0.0,1.0,45.0,0.0,0.0,26.55,1.0,0.0,1.0
1.0,1.0,30.0,0.0,0.0,106.425,0.0,0.0,0.0
0.0,3.0,29.02569777855761,0.0,0.0,14.5,1.0,0.0,1.0
1.0,1.0,22.0,0.0,2.0,49.5,0.0,0.0,0.0
1.0,1.0,36.0,0.0,2.0,71.0,0.0,0.0,1.0
0.0,3.0,9.0,4.0,2.0,31.275,0.0,0.0,1.0
0.0,3.0,11.0,4.0,2.0,31.275,0.0,0.0,1.0
1.0,2.0,32.0,1.0,0.0,26.0,1.0,0.0,1.0
0.0,1.0,50.0,1.0,0.0,106.425,1.0,0.0,0.0
0.0,1.0,64.0,0.0,0.0,26.0,1.0,0.0,1.0
1.0,2.0,19.0,1.0,0.0,26.0,0.0,0.0,1.0
1.0,2.0,29.560467800640623,0.0,0.0,13.8625,1.0,0.0,0.0
0.0,3.0,33.0,1.0,1.0,20.525,1.0,0.0,1.0
1.0,2.0,8.0,1.0,1.0,36.75,1.0,0.0,1.0
1.0,1.0,17.0,0.0,2.0,110.8833,1.0,0.0,0.0
0.0,2.0,27.0,0.0,0.0,26.0,1.0,0.0,1.0
0.0,3.0,30.73762749254685,0.0,0.0,7.8292,1.0,1.0,0.0
1.0,3.0,22.0,0.0,0.0,7.225,1.0,0.0,0.0
1.0,3.0,22.0,0.0,0.0,7.775,0.0,0.0,1.0
0.0,1.0,62.0,0.0,0.0,26.55,1.0,0.0,1.0
1.0,1.0,48.0,1.0,0.0,39.6,0.0,0.0,0.0
0.0,1.0,41.119496472453136,0.0,0.0,227.525,1.0,0.0,0.0
1.0,1.0,39.0,1.0,1.0,79.65,0.0,0.0,1.0
1.0,3.0,36.0,1.0,0.0,17.4,0.0,0.0,1.0
0.0,3.0,30.738551268067752,0.0,0.0,7.75,1.0,1.0,0.0
0.0,3.0,40.0,0.0,0.0,7.8958,1.0,0.0,1.0
0.0,2.0,28.0,0.0,0.0,13.5,1.0,0.0,1.0
0.0,3.0,29.100929497116162,0.0,0.0,8.05,1.0,0.0,1.0
0.0,3.0,29.06764638176285,0.0,0.0,8.05,0.0,0.0,1.0
0.0,3.0,24.0,2.0,0.0,24.15,1.0,0.0,1.0
0.0,3.0,19.0,0.0,0.0,7.8958,1.0,0.0,1.0
0.0,3.0,29.0,0.0,4.0,21.075,0.0,0.0,1.0
0.0,3.0,27.98236482200376,0.0,0.0,7.2292,1.0,0.0,0.0
1.0,3.0,32.0,0.0,0.0,7.8542,1.0,0.0,1.0
1.0,2.0,62.0,0.0,0.0,10.5,1.0,0.0,1.0
1.0,1.0,53.0,2.0,0.0,51.4792,0.0,0.0,1.0
1.0,1.0,36.0,0.0,0.0,26.3875,1.0,0.0,1.0
1.0,3.0,24.50742836753728,0.0,0.0,7.75,0.0,1.0,0.0
0.0,3.0,16.0,0.0,0.0,8.05,1.0,0.0,1.0
0.0,3.0,19.0,0.0,0.0,14.5,1.0,0.0,1.0
1.0,2.0,34.0,0.0,0.0,13.0,0.0,0.0,1.0
1.0,1.0,39.0,1.0,0.0,55.9,0.0,0.0,1.0
0.0,3.0,23.881917691844663,1.0,0.0,14.4583,0.0,0.0,0.0
1.0,3.0,32.0,0.0,0.0,7.925,1.0,0.0,1.0
1.0,2.0,25.0,1.0,1.0,30.0,0.0,0.0,1.0
1.0,1.0,39.0,1.0,1.0,110.8833,0.0,0.0,0.0
0.0,2.0,54.0,0.0,0.0,26.0,1.0,0.0,1.0
0.0,1.0,36.0,0.0,0.0,40.125,1.0,0.0,0.0
0.0,3.0,27.96506385950176,0.0,0.0,8.7125,1.0,0.0,0.0
1.0,1.0,18.0,0.0,2.0,79.65,0.0,0.0,1.0
0.0,2.0,47.0,0.0,0.0,15.0,1.0,0.0,1.0
1.0,1.0,60.0,1.0,1.0,79.2,1.0,0.0,0.0
0.0,3.0,22.0,0.0,0.0,8.05,1.0,0.0,1.0
0.0,3.0,29.100929497116162,0.0,0.0,8.05,1.0,0.0,1.0
0.0,3.0,35.0,0.0,0.0,7.125,1.0,0.0,1.0
1.0,1.0,52.0,1.0,0.0,78.2667,0.0,0.0,0.0
0.0,3.0,47.0,0.0,0.0,7.25,1.0,0.0,1.0
0.0,3.0,28.990245157301125,0.0,2.0,7.75,0.0,1.0,0.0
0.0,2.0,37.0,1.0,0.0,26.0,1.0,0.0,1.0
0.0,3.0,36.0,1.0,1.0,24.15,1.0,0.0,1.0
1.0,2.0,30.432106442675458,0.0,0.0,33.0,0.0,0.0,1.0
0.0,3.0,49.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,3.0,27.982413810099565,0.0,0.0,7.225,1.0,0.0,0.0
1.0,1.0,49.0,1.0,0.0,56.9292,1.0,0.0,0.0
1.0,2.0,24.0,2.0,1.0,27.0,0.0,0.0,1.0
0.0,3.0,29.102728060062166,0.0,0.0,7.8958,1.0,0.0,1.0
0.0,1.0,44.406901782099645,0.0,0.0,42.4,1.0,0.0,1.0
0.0,3.0,44.0,0.0,0.0,8.05,1.0,0.0,1.0
1.0,1.0,35.0,0.0,0.0,26.55,1.0,0.0,0.0
0.0,3.0,36.0,1.0,0.0,15.55,1.0,0.0,1.0
0.0,3.0,30.0,0.0,0.0,7.8958,1.0,0.0,1.0
1.0,1.0,27.0,0.0,0.0,30.5,1.0,0.0,1.0
1.0,2.0,22.0,1.0,2.0,41.5792,0.0,0.0,0.0
1.0,1.0,40.0,0.0,0.0,153.4625,0.0,0.0,1.0
0.0,3.0,39.0,1.0,5.0,31.275,0.0,0.0,1.0
0.0,3.0,29.11259332945082,0.0,0.0,7.05,1.0,0.0,1.0
1.0,3.0,20.434188662468376,1.0,0.0,15.5,0.0,1.0,0.0
0.0,3.0,30.738551268067752,0.0,0.0,7.75,1.0,1.0,0.0
0.0,3.0,35.0,0.0,0.0,8.05,1.0,0.0,1.0
1.0,2.0,24.0,1.0,2.0,65.0,0.0,0.0,1.0
0.0,3.0,34.0,1.0,1.0,14.4,1.0,0.0,1.0
0.0,3.0,26.0,1.0,0.0,16.1,0.0,0.0,1.0
1.0,2.0,4.0,2.0,1.0,39.0,0.0,0.0,1.0
0.0,2.0,26.0,0.0,0.0,10.5,1.0,0.0,1.0
0.0,3.0,27.0,1.0,0.0,14.4542,1.0,0.0,0.0
1.0,1.0,42.0,1.0,0.0,52.5542,1.0,0.0,1.0
1.0,3.0,20.0,1.0,1.0,15.7417,1.0,0.0,0.0
0.0,3.0,21.0,0.0,0.0,7.8542,1.0,0.0,1.0
0.0,3.0,21.0,0.0,0.0,16.1,1.0,0.0,1.0
0.0,1.0,61.0,0.0,0.0,32.3208,1.0,0.0,1.0
0.0,2.0,57.0,0.0,0.0,12.35,1.0,1.0,0.0
1.0,1.0,21.0,0.0,0.0,77.9583,0.0,0.0,1.0
0.0,3.0,26.0,0.0,0.0,7.8958,1.0,0.0,1.0
0.0,3.0,30.73874605406774,0.0,0.0,7.7333,1.0,1.0,0.0
1.0,1.0,80.0,0.0,0.0,30.0,1.0,0.0,1.0
0.0,3.0,51.0,0.0,0.0,7.0542,1.0,0.0,1.0
1.0,1.0,32.0,0.0,0.0,30.5,1.0,0.0,0.0
0.0,1.0,44.9014482730892,0.0,0.0,0.0,1.0,0.0,1.0
0.0,3.0,9.0,3.0,2.0,27.9,0.0,0.0,1.0
1.0,2.0,28.0,0.0,0.0,13.0,0.0,0.0,1.0
0.0,3.0,32.0,0.0,0.0,7.925,1.0,0.0,1.0
0.0,2.0,31.0,1.0,1.0,26.25,1.0,0.0,1.0
0.0,3.0,41.0,0.0,5.0,39.6875,0.0,0.0,1.0
0.0,3.0,25.024190642346852,1.0,0.0,16.1,1.0,0.0,1.0
0.0,3.0,20.0,0.0,0.0,7.8542,1.0,0.0,1.0
1.0,1.0,24.0,0.0,0.0,69.3,0.0,0.0,0.0
0.0,3.0,2.0,3.0,2.0,27.9,0.0,0.0,1.0
1.0,3.0,22.338026023420564,0.0,0.0,56.4958,1.0,0.0,1.0
1.0,3.0,0.75,2.0,1.0,19.2583,0.0,0.0,0.0
1.0,1.0,48.0,1.0,0.0,76.7292,1.0,0.0,0.0
0.0,3.0,19.0,0.0,0.0,7.8958,1.0,0.0,1.0
1.0,1.0,56.0,0.0,0.0,35.5,1.0,0.0,0.0
0.0,3.0,29.106761413283493,0.0,0.0,7.55,1.0,0.0,1.0
1.0,3.0,23.0,0.0,0.0,7.55,0.0,0.0,1.0
0.0,3.0,29.102728060062166,0.0,0.0,7.8958,1.0,0.0,1.0
1.0,2.0,18.0,0.0,1.0,23.0,0.0,0.0,1.0
0.0,3.0,21.0,0.0,0.0,8.4333,1.0,0.0,1.0
1.0,3.0,24.506504592016377,0.0,0.0,7.8292,0.0,1.0,0.0
0.0,3.0,18.0,0.0,0.0,6.75,0.0,1.0,0.0
0.0,2.0,24.0,2.0,0.0,73.5,1.0,0.0,1.0
0.0,3.0,29.102728060062166,0.0,0.0,7.8958,1.0,0.0,1.0
0.0,3.0,32.0,1.0,1.0,15.5,0.0,1.0,0.0
0.0,2.0,23.0,0.0,0.0,13.0,1.0,0.0,1.0
0.0,1.0,58.0,0.0,2.0,113.275,1.0,0.0,0.0
1.0,1.0,50.0,2.0,0.0,133.65,1.0,0.0,1.0
0.0,3.0,40.0,0.0,0.0,7.225,1.0,0.0,0.0
0.0,1.0,47.0,0.0,0.0,25.5875,1.0,0.0,1.0
0.0,3.0,36.0,0.0,0.0,7.4958,1.0,0.0,1.0
1.0,3.0,20.0,1.0,0.0,7.925,1.0,0.0,1.0
0.0,2.0,32.0,2.0,0.0,73.5,1.0,0.0,1.0
0.0,2.0,25.0,0.0,0.0,13.0,1.0,0.0,1.0
0.0,3.0,29.104137051008195,0.0,0.0,7.775,1.0,0.0,1.0
0.0,3.0,43.0,0.0,0.0,8.05,1.0,0.0,1.0
1.0,1.0,34.08096108668114,1.0,0.0,52.0,0.0,0.0,1.0
1.0,2.0,40.0,1.0,1.0,39.0,0.0,0.0,1.0
0.0,1.0,31.0,1.0,0.0,52.0,1.0,0.0,1.0
0.0,2.0,70.0,0.0,0.0,10.5,1.0,0.0,1.0
1.0,2.0,31.0,0.0,0.0,13.0,1.0,0.0,1.0
0.0,2.0,37.04813581024969,0.0,0.0,0.0,1.0,0.0,1.0
0.0,3.0,18.0,0.0,0.0,7.775,1.0,0.0,1.0
0.0,3.0,24.5,0.0,0.0,8.05,1.0,0.0,1.0
1.0,3.0,18.0,0.0,0.0,9.8417,0.0,0.0,1.0
0.0,3.0,43.0,1.0,6.0,46.9,0.0,0.0,1.0
1.0,1.0,36.0,0.0,1.0,512.3292,1.0,0.0,0.0
0.0,3.0,30.700748417684757,0.0,0.0,8.1375,0.0,1.0,0.0
1.0,1.0,27.0,0.0,0.0,76.7292,1.0,0.0,0.0
0.0,3.0,20.0,0.0,0.0,9.225,1.0,0.0,1.0
0.0,3.0,14.0,5.0,2.0,46.9,1.0,0.0,1.0
0.0,2.0,60.0,1.0,1.0,39.0,1.0,0.0,1.0
0.0,2.0,25.0,1.0,2.0,41.5792,1.0,0.0,0.0
0.0,3.0,14.0,4.0,1.0,39.6875,1.0,0.0,1.0
0.0,3.0,19.0,0.0,0.0,10.1708,1.0,0.0,1.0
0.0,3.0,18.0,0.0,0.0,7.7958,1.0,0.0,1.0
1.0,1.0,15.0,0.0,1.0,211.3375,0.0,0.0,1.0
1.0,1.0,31.0,1.0,0.0,57.0,1.0,0.0,1.0
1.0,3.0,4.0,0.0,1.0,13.4167,0.0,0.0,0.0
1.0,3.0,22.338026023420564,0.0,0.0,56.4958,1.0,0.0,1.0
0.0,3.0,25.0,0.0,0.0,7.225,1.0,0.0,0.0
0.0,1.0,60.0,0.0,0.0,26.55,1.0,0.0,1.0
0.0,2.0,52.0,0.0,0.0,13.5,1.0,0.0,1.0
0.0,3.0,44.0,0.0,0.0,8.05,1.0,0.0,1.0
1.0,3.0,24.507623153537274,0.0,0.0,7.7333,0.0,1.0,0.0
0.0,1.0,49.0,1.0,1.0,110.8833,1.0,0.0,0.0
0.0,3.0,42.0,0.0,0.0,7.65,1.0,0.0,1.0
1.0,1.0,18.0,1.0,0.0,227.525,0.0,0.0,0.0
1.0,1.0,35.0,0.0,0.0,26.2875,1.0,0.0,1.0
0.0,3.0,18.0,0.0,1.0,14.4542,0.0,0.0,0.0
0.0,3.0,25.0,0.0,0.0,7.7417,1.0,1.0,0.0
0.0,3.0,26.0,1.0,0.0,7.8542,1.0,0.0,1.0
0.0,2.0,39.0,0.0,0.0,26.0,1.0,0.0,1.0
1.0,2.0,45.0,0.0,0.0,13.5,0.0,0.0,1.0
1.0,1.0,42.0,0.0,0.0,26.2875,1.0,0.0,1.0
1.0,1.0,22.0,0.0,0.0,151.55,0.0,0.0,1.0
1.0,3.0,16.85066425635062,1.0,1.0,15.2458,1.0,0.0,0.0
1.0,1.0,24.0,0.0,0.0,49.5042,0.0,0.0,0.0
0.0,1.0,44.591773524603994,0.0,0.0,26.55,1.0,0.0,1.0
1.0,1.0,48.0,1.0,0.0,52.0,1.0,0.0,1.0
0.0,3.0,29.0,0.0,0.0,9.4833,1.0,0.0,1.0
0.0,2.0,52.0,0.0,0.0,13.0,1.0,0.0,1.0
0.0,3.0,19.0,0.0,0.0,7.65,1.0,0.0,1.0
1.0,1.0,38.0,0.0,0.0,227.525,0.0,0.0,0.0
1.0,2.0,27.0,0.0,0.0,10.5,0.0,0.0,1.0
0.0,3.0,30.648156567474146,0.0,0.0,15.5,1.0,1.0,0.0
0.0,3.0,33.0,0.0,0.0,7.775,1.0,0.0,1.0
1.0,2.0,6.0,0.0,1.0,33.0,0.0,0.0,1.0
0.0,3.0,17.0,1.0,0.0,7.0542,1.0,0.0,1.0
0.0,2.0,34.0,0.0,0.0,13.0,1.0,0.0,1.0
0.0,2.0,50.0,0.0,0.0,13.0,1.0,0.0,1.0
1.0,1.0,27.0,1.0,0.0,53.1,1.0,0.0,1.0
0.0,3.0,20.0,0.0,0.0,8.6625,1.0,0.0,1.0
1.0,2.0,30.0,3.0,0.0,21.0,0.0,0.0,1.0
1.0,3.0,24.50757416544147,0.0,0.0,7.7375,0.0,1.0,0.0
0.0,2.0,25.0,1.0,0.0,26.0,1.0,0.0,1.0
0.0,3.0,25.0,1.0,0.0,7.925,0.0,0.0,1.0
1.0,1.0,29.0,0.0,0.0,211.3375,0.0,0.0,1.0
0.0,3.0,11.0,0.0,0.0,18.7875,1.0,0.0,0.0
0.0,2.0,37.04813581024969,0.0,0.0,0.0,1.0,0.0,1.0
0.0,2.0,23.0,0.0,0.0,13.0,1.0,0.0,1.0
0.0,2.0,23.0,0.0,0.0,13.0,1.0,0.0,1.0
0.0,3.0,28.5,0.0,0.0,16.1,1.0,0.0,1.0
0.0,3.0,48.0,1.0,3.0,34.375,0.0,0.0,1.0
1.0,1.0,35.0,0.0,0.0,512.3292,1.0,0.0,0.0
0.0,3.0,29.102728060062166,0.0,0.0,7.8958,1.0,0.0,1.0
0.0,3.0,29.102728060062166,0.0,0.0,7.8958,1.0,0.0,1.0
1.0,1.0,38.35369351787226,0.0,0.0,30.0,1.0,0.0,1.0
0.0,1.0,36.0,1.0,0.0,78.85,1.0,0.0,1.0
1.0,1.0,21.0,2.0,2.0,262.375,0.0,0.0,0.0
0.0,3.0,24.0,1.0,0.0,16.1,1.0,0.0,1.0
1.0,3.0,31.0,0.0,0.0,7.925,1.0,0.0,1.0
0.0,1.0,70.0,1.0,1.0,71.0,1.0,0.0,1.0
0.0,3.0,16.0,1.0,1.0,20.25,1.0,0.0,1.0
1.0,2.0,30.0,0.0,0.0,13.0,0.0,0.0,1.0
0.0,1.0,19.0,1.0,0.0,53.1,1.0,0.0,1.0
